id,category,description,location,riskLevel
2832,security,security mirror at staircase corner is slightly tilted,Hostel E Water Tank Area,low
1895,network,"Data center core switch overheating and shutdown, all emergency lines down",Hostel D Room 412,high
1363,plumbing,Washbasin drain is draining slowly after brushing teeth,Hostel A Ground Floor Lobby,low
2050,fire_safety,smoke detector in corridor sounding false alarms intermittently,Hostel D Terrace Access,medium
1126,electrical,fan regulator is overheating and burning odor coming from switchboard,Hostel B Corridor 3rd Floor,medium
2950,security,emergency security phone box on campus pathway broken and unresponsive,Hostel C Basement Study Room,medium
1338,plumbing,faucet aerator in pantry has slight leak around the joint. Please resolve this quickly.,Central Canteen Kitchen Area,low
2847,security,room door key is slightly sticky in the lock cylinder. Please send someone to check as soon as possible.,Hostel B Corridor 3rd Floor,low
1576,plumbing,Massive water flood on 3rd floor reaching electrical sockets and elevators,Hostel A Room 102,high
2202,structural,small hairline crack on bedroom plaster near the window sill,Hostel B Balcony,low
1062,electrical,fluorescent tube in bathroom takes a few seconds to light up,Hostel C Room 305,low
2928,security,"theft reported from unattended room on floor 3, laptop and wallet stolen",Hostel C Basement Study Room,medium
2819,security,visitor sign-in book at security desk is full and needs replacement,Hostel A Room 102,low
3288,other,elevator getting stuck between floors 2 and 3 intermittently. Needs urgent inspection.,Hostel E Water Tank Area,medium
1382,plumbing,faucet in 3rd floor bathroom needs washer replacement due to slight leak. Needs urgent inspection.,Hostel C Staircase,low
1757,network,"wifi access point on 2nd floor completely dead, no SSID broadcasting. Students are worried about safety.",Hostel D Room 412,medium
1763,network,Dhcp server not assigning ip addresses to students on hostel network,Hostel E Water Tank Area,medium
1099,electrical,"study table socket cover plate is loose, need maintenance check. Needs urgent inspection.",Hostel C Basement Study Room,low
2900,security,room door key is slightly sticky in the lock cylinder,Gymnasium Locker Room,low
1096,electrical,"study table socket cover plate is loose, need maintenance check. Noticeable smell and noise.",Hostel D Terrace Access,low
1088,electrical,exhaust fan switch in bathroom is stiff and makes a slight click sound,Gymnasium Locker Room,low
3010,security,"violent altercation with weapons reported in common room, students in danger",Hostel C Staircase,high
3341,other,major structural ceiling collapse and fire emergency in main hall,Hostel D Terrace Access,high
3246,other,broken glass bottles scattered across basketball court walkway,Hostel B Main Electrical Room,medium
2163,fire_safety,"smoke alarm activated, smoke pouring out from closed room 412, occupants trapped. Kindly update ticket status once inspected.",Central Canteen Kitchen Area,high
1704,network,local area network down for all rooms on the west corridor. Noticeable smell and noise.,Hostel A Ground Floor Lobby,medium
1157,electrical,"frequent voltage fluctuations noticed across floor 2, appliances turning off. Please send someone to check as soon as possible.",Hostel D Server Rack Room,medium
3388,other,"roof water tank collapsed through ceiling into top floor rooms, students trapped. Very concerning situation.",Hostel D Room 412,high
2725,sanitation,"toxic sewer gas backup filling residential wing, multiple students feeling nauseous",Hostel D Cafeteria,high
3172,other,clock in study room is running 15 minutes slow. Please send someone to check as soon as possible.,Hostel D Server Rack Room,low
3218,other,Washing machine in laundry room vibrating violently and leaking soapy water. needs urgent inspection.,Hostel B Corridor 3rd Floor,medium
2901,security,emergency security phone box on campus pathway broken and unresponsive. Affecting multiple students.,Hostel D Cafeteria,medium
2491,structural,roof concrete slab cracking open with pieces falling into top floor rooms,Hostel C Room 305,high
1098,electrical,ceiling tube light flickers intermittently when switched on in the evening. Students are worried about safety.,Hostel C Basement Study Room,low
3377,other,"critical medical crisis: student injured with heavy bleeding, urgent first aid needed",Hostel D Server Rack Room,high
2747,sanitation,"Main sewage line ruptured inside hostel corridor, raw sewage flooding rooms. students are worried about safety.",Hostel B Balcony,high
2680,sanitation,stagnant water pool near water purifier breeding mosquitoes. Happening since last night.,Hostel D Cafeteria,medium
1967,fire_safety,fire safety instruction poster in corridor is torn and needs replacement,Hostel A Floor 2 Washroom,low
1848,network,"complete blackout of all communication channels, internet and VoIP down campus-wide. Noticeable smell and noise.",Hostel D Cafeteria,high
3330,other,"roof water tank collapsed through ceiling into top floor rooms, students trapped. Students are worried about safety.",Hostel A Floor 2 Washroom,high
2769,sanitation,"dead animal decomposing in central water supply storage tank, water contaminated",Hostel B Corridor 3rd Floor,high
2563,sanitation,housekeeping missed morning sweeping in wing C corridor. Please send someone to check as soon as possible.,Hostel C Wing West Common Area,low
1910,fire_safety,emergency evacuation map near lift lobby is faded. Affecting multiple students.,Hostel E Water Tank Area,low
2014,fire_safety,corridor fire alarm strobe light not activating during system test. Kindly update ticket status once inspected.,Hostel B Corridor 3rd Floor,medium
3205,other,stray dog entered hostel corridor and growling at students passing by,Hostel B Balcony,medium
1221,electrical,heavy smoke and crackling sparks coming from distribution panel in wing B,Library 2nd Floor Reading Hall,high
1887,network,network core failure disabling campus biometric security gates and CCTV stream,Hostel D Terrace Access,high
1739,network,hostel router rebooting constantly every 10 minutes disrupting classes. Please resolve this quickly.,Library 2nd Floor Reading Hall,medium
1565,plumbing,water entering room through light fixtures from flooded floor above. Please resolve this quickly.,Hostel B Room 214,high
2395,structural,"balcony safety railing is loose and wobbles when pushed, dangerous for students",Hostel D Terrace Access,medium
3301,other,toxic fume release from basement laboratory drifting into student dorms,Hostel C Basement Study Room,high
3340,other,gas cylinder valve leaking rapidly with loud hissing in cafeteria kitchen. Very concerning situation.,Hostel D Server Rack Room,high
2707,sanitation,"main sewage line ruptured inside hostel corridor, raw sewage flooding rooms. Please send someone to check as soon as possible.",Central Canteen Kitchen Area,high
2817,security,room door key is slightly sticky in the lock cylinder. Happening since last night.,Hostel B Main Electrical Room,low
1118,electrical,Corridor lights went dark due to tripped mcb on floor 3,Hostel F Room 118,medium
1719,network,DHCP server not assigning IP addresses to students on hostel network. Please send someone to check as soon as possible.,Hostel B Balcony,medium
2648,sanitation,stagnant water pool near water purifier breeding mosquitoes. Needs urgent inspection.,Hostel A Floor 2 Washroom,medium
3050,security,"hostel main entry doors breached, intruder threatening occupants. Happening since last night.",Academic Block 1 Room 101,high
1441,plumbing,"water pipe under sink leaking steady stream, water pooling on floor. Please resolve this quickly.",Hostel B Corridor 3rd Floor,medium
2501,sanitation,housekeeping missed morning sweeping in wing C corridor,Hostel C Staircase,low
2477,structural,"large section of concrete ceiling collapsed into room 214, debris on bed",Hostel C Basement Study Room,high
1465,plumbing,"water pipe under sink leaking steady stream, water pooling on floor. Kindly update ticket status once inspected.",Hostel E Water Tank Area,medium
2876,security,id card scanner at turnstile takes 2 attempts to read card,Hostel E Room 501,low
2534,sanitation,soap dispenser empty in common washroom. Very concerning situation.,Hostel D Cafeteria,low
2444,structural,major structural pillar in basement shows wide cracks and exposed rebar buckling,Hostel B Corridor 3rd Floor,high
2798,sanitation,"uncontrolled pest and pathogen outbreak in dining hall kitchen, critical health risk",Hostel B Main Electrical Room,high
1333,plumbing,faucet in 3rd floor bathroom needs washer replacement due to slight leak. Affecting multiple students.,Academic Block 1 Room 101,low
2311,structural,Large chunks of plaster fell from ceiling onto study table while room was empty. please resolve this quickly.,Hostel B Main Electrical Room,medium
2496,structural,building foundation wall cracked with noticeable tilt in hostel wing B. Kindly update ticket status once inspected.,Hostel A Dining Hall,high
1600,plumbing,water entering room through light fixtures from flooded floor above. Happening since last night.,Hostel B Room 214,high
3338,other,"roof water tank collapsed through ceiling into top floor rooms, students trapped. Happening since last night.",Hostel D Terrace Access,high
1640,network,printer on floor network is occasionally unreachable,Hostel D Room 412,low
3110,other,suggestion box key misplaced by hostel committee,Hostel A Dining Hall,low
3319,other,major structural ceiling collapse and fire emergency in main hall,Hostel A Ground Floor Lobby,high
